"mobile_bank","income","saving_account","treated","mobile_bank_new","CD_existing","CD_new"
0,162918,57179.998132154,"No Offer",0,0,0
1,128336,64281.3166120152,"Offer",1,1,1
1,149226,70241.7431848328,"No Offer",1,1,0
1,238330,578.285765608651,"Offer",1,0,0
1,194338,41648.5329666655,"No Offer",1,0,0
1,0,2463.21511728188,"No Offer",1,0,0
1,223167,4016.88175150318,"Offer",1,0,0
1,155841,4041.11131861921,"Offer",1,0,0
1,0,3152.63590669433,"Offer",1,0,0
1,124896,69229.5461371715,"No Offer",1,1,1
1,190452,95782.7103245477,"No Offer",1,1,1
1,112196,45412.5207749374,"No Offer",1,0,0
1,131866,22257.0325641778,"Offer",1,0,0
1,159046,89919.3800593663,"Offer",1,1,1
1,99283,30220.3923355258,"Offer",1,0,0
0,166983,50136.9299269126,"No Offer",0,0,0
1,112462,2742.17021379036,"No Offer",1,0,0
1,106703,42230.5972347146,"No Offer",1,0,0
1,151336,67952.5261072767,"Offer",1,1,1
0,200424,95289.1895364954,"No Offer",0,0,0
1,0,3601.81244410626,"No Offer",1,0,0
1,0,2081.43690532509,"No Offer",1,0,0
1,169183,39959.0066009916,"No Offer",1,0,0
1,99250,2157.93761648575,"Offer",1,0,0
1,148285,3247.20619273204,"Offer",1,0,0
0,0,3320.77669819138,"Offer",0,0,0
1,137175,49501.4951933504,"Offer",1,1,0
1,180792,2986.94557969248,"No Offer",1,0,0
1,187338,3812.40673766264,"No Offer",1,0,0
1,154808,3133.82572489187,"Offer",1,0,0
1,198903,83282.9514001501,"No Offer",1,0,1
1,139960,2377.11872631596,"No Offer",1,0,0
1,163385,70937.6466657571,"No Offer",1,1,0
1,116514,47562.6741485488,"Offer",1,0,0
1,182434,59940.7841684079,"No Offer",1,1,1
1,189352,38742.1562656826,"No Offer",1,0,0
0,123012,3116.48411280644,"No Offer",0,0,0
1,54197,26045.9240301328,"Offer",1,0,0
1,201630,87426.9852253277,"No Offer",1,1,0
1,242054,127914.643234285,"Offer",1,1,1
1,146521,2530.32906956465,"No Offer",1,0,0
1,0,2310.25804842332,"Offer",1,0,0
1,170497,2386.78619357885,"No Offer",1,0,0
1,159592,88325.0067674905,"No Offer",1,1,0
1,0,2683.87743939016,"No Offer",1,0,0
1,177552,2536.89910363354,"Offer",1,0,0
1,175059,76807.6492614666,"No Offer",1,1,1
1,168613,56702.4576605684,"No Offer",1,1,1
1,181931,74127.2837599404,"No Offer",1,1,1
1,0,3162.01088125876,"No Offer",1,0,0
1,192794,85074.1368065146,"No Offer",1,1,1
1,143634,71489.2331812844,"No Offer",1,1,1
1,149675,4474.22288577132,"Offer",1,0,0
1,178315,78716.8724102329,"No Offer",1,0,1
0,161433,79826.4713286493,"No Offer",0,0,1
1,83678,3218.48389838391,"Offer",1,0,0
1,169745,54288.2012814851,"Offer",1,1,0
1,0,2479.39469305132,"Offer",1,0,0
1,175856,85831.6391226484,"No Offer",1,0,1
0,109518,56753.1619235913,"Offer",0,1,0
1,186303,71448.823225491,"No Offer",1,0,1
1,150130,3039.09800695329,"No Offer",1,0,0
1,118339,41565.2438796347,"Offer",1,0,0
1,148640,2722.92985508353,"Offer",1,0,0
1,193094,100448.556632765,"Offer",1,1,1
1,139990,48625.1531706446,"No Offer",1,1,1
1,0,2859.28356687005,"No Offer",1,0,0
1,127516,58865.5119661577,"Offer",1,0,1
1,110220,3152.20263320961,"No Offer",1,0,0
0,189363,112719.249248811,"Offer",0,0,1
1,146864,67565.7529531291,"No Offer",1,1,0
1,155520,65452.9824904361,"Offer",1,1,1
1,151340,60536.969379237,"No Offer",1,1,1
1,231586,69701.4948205054,"No Offer",1,1,0
0,160645,2613.71953257983,"Offer",0,0,0
1,144000,29205.8509027994,"Offer",1,0,0
1,191167,1823.06903164136,"No Offer",1,0,0
0,0,4319.40260265744,"No Offer",1,0,0
1,0,638.205382250386,"Offer",1,0,0
1,199420,99441.0196279465,"No Offer",1,1,0
1,182078,74880.5477221913,"Offer",1,1,1
0,138741,60474.0069055542,"Offer",0,0,0
1,0,3028.03942192368,"No Offer",1,0,0
1,146525,72722.9696412123,"Offer",1,0,1
0,6001,3747.33159954686,"No Offer",0,0,0
1,0,2587.49819954181,"No Offer",1,0,0
1,123759,45955.6620482472,"Offer",1,0,0
1,188947,96804.6466812608,"No Offer",1,1,0
1,87936,35016.2018146444,"No Offer",1,0,0
0,0,3062.58665598885,"No Offer",0,0,0
1,191090,2825.65158792438,"No Offer",1,0,0
1,69480,3500.29224091497,"Offer",1,0,0
1,265656,111919.724451006,"Offer",1,1,1
1,156269,85696.4513743209,"Offer",1,1,1
1,170325,81165.5265911311,"Offer",1,0,1
1,100768,33353.6997026927,"No Offer",1,0,0
0,0,2822.66360190428,"No Offer",0,0,0
0,155545,57129.1471678035,"Offer",0,0,1
1,171757,54833.4664687385,"No Offer",1,1,1
1,174441,75899.4313181922,"No Offer",1,0,0
1,120142,67183.9615736079,"No Offer",1,0,1
1,0,2878.54156520981,"Offer",1,0,0
1,115907,2886.88307359746,"Offer",1,0,0
1,187921,51499.438242747,"Offer",1,1,1
1,159144,3973.32540886408,"No Offer",1,0,0
1,126701,51838.7501351983,"No Offer",1,1,1
1,210014,49893.0037317013,"No Offer",1,1,1
1,176337,71930.6719687879,"Offer",1,1,1
0,0,2619.19710683629,"Offer",0,0,0
1,0,2748.04323666951,"No Offer",1,0,0
1,159716,56026.4649973862,"Offer",1,0,0
1,250340,94563.5580751883,"No Offer",1,0,0
1,0,1101.73109501836,"No Offer",1,0,0
0,146779,2535.71991954879,"No Offer",0,0,0
1,147916,65065.3240006212,"Offer",1,0,1
0,221436,74804.7187615509,"No Offer",0,0,1
1,167481,3066.79612023329,"No Offer",1,0,0
0,199141,61250.4684211461,"No Offer",0,1,0
1,61036,36450.9072809466,"Offer",1,0,0
1,141257,54089.0864833307,"No Offer",1,0,1
1,0,2897.75540858534,"No Offer",1,0,0
0,0,3085.45579792994,"No Offer",0,0,0
1,116710,48800.3489706581,"Offer",1,1,1
1,225648,93200.1096475896,"Offer",1,1,0
1,121375,56009.7541181018,"No Offer",1,1,0
0,184540,58612.2786920393,"Offer",0,0,0
0,128831,59411.9391466388,"Offer",0,0,1
0,5312,2352.01262627135,"No Offer",0,0,0
1,124534,57911.625553092,"No Offer",1,1,1
0,199994,89054.4181498037,"Offer",0,0,1
1,188243,104149.851977027,"No Offer",1,1,0
1,153236,81559.5874033436,"No Offer",1,1,0
1,213656,3449.11235493058,"Offer",1,0,0
1,150112,52406.0924834422,"Offer",1,1,1
1,3348,4318.46847712501,"Offer",1,0,0
1,98681,42611.6980393141,"Offer",1,0,0
1,193607,70966.7162068435,"No Offer",1,1,0
1,136671,67639.8115890907,"No Offer",1,1,1
0,162039,38081.9131647928,"Offer",0,0,0
1,162737,46223.7328529472,"No Offer",1,0,0
1,220350,77068.2862710805,"Offer",1,1,1
1,171977,2872.41313668211,"Offer",1,0,0
1,139475,53535.3516746527,"Offer",1,1,0
1,177561,77339.9472235445,"No Offer",1,1,0
1,114552,46095.3722127375,"Offer",1,0,0
1,0,2488.11034030856,"Offer",1,0,0
1,153188,54548.6571934317,"Offer",1,1,1
1,209412,3276.94260264335,"No Offer",1,0,0
1,0,2914.67430044758,"Offer",1,0,0
1,0,1395.63128364009,"No Offer",1,0,0
1,214486,108203.378050656,"No Offer",1,1,1
1,71350,25385.1469740194,"No Offer",1,0,0
1,92002,3131.55935651709,"Offer",1,0,0
0,109363,4026.90495224825,"No Offer",0,0,0
1,148533,67142.7127060903,"Offer",1,1,1
1,165591,58042.9533340419,"Offer",1,0,1
1,197478,1183.07756090943,"No Offer",1,0,0
1,177097,84819.2393613803,"No Offer",1,1,1
1,92381,32817.6381502964,"No Offer",1,0,0
1,130016,50231.0662016738,"Offer",1,0,1
1,146170,86281.307904842,"Offer",1,1,1
1,147649,53117.5718993051,"No Offer",1,0,1
1,52081,25358.7629817891,"No Offer",1,0,0
1,129994,62808.2202071672,"No Offer",1,1,0
0,160061,75756.2592811942,"Offer",0,0,1
1,6760,6241.65555374612,"No Offer",1,0,0
1,134763,45480.2736679191,"Offer",1,0,0
1,153619,95162.9844163077,"No Offer",1,1,0
0,0,3352.08470735531,"No Offer",1,0,0
0,168464,76083.3237045682,"No Offer",0,0,0
1,201158,96446.6268517044,"Offer",1,0,0
1,132660,49038.535224378,"No Offer",1,1,0
1,0,3321.40158759538,"No Offer",1,0,0
1,0,3338.19818262324,"No Offer",1,0,0
1,135577,56418.739821099,"No Offer",1,1,0
1,0,980.926662612824,"No Offer",1,0,0
1,145245,1253.44797176368,"Offer",1,0,0
1,144853,64485.6119878776,"Offer",1,1,1
1,0,2718.14887229277,"Offer",1,0,0
1,0,3472.36221669936,"Offer",1,0,0
1,183893,2534.26516274465,"Offer",1,0,0
1,0,3788.02344884776,"No Offer",1,0,0
1,147830,64417.3218820599,"No Offer",1,1,0
1,153603,55453.4124930039,"No Offer",1,1,0
0,0,3443.15826629166,"No Offer",0,0,0
1,193819,80440.8503651325,"No Offer",1,1,0
1,0,2813.93032625986,"No Offer",1,0,0
1,101686,44958.8169338371,"No Offer",1,0,0
0,155527,28464.0364188822,"No Offer",0,0,0
0,194072,73459.4867232961,"Offer",0,0,0
1,118291,2547.81637170592,"Offer",1,0,0
1,169093,3090.62381024665,"No Offer",1,0,0
1,0,2519.72715985218,"No Offer",1,0,0
1,0,3643.82536152333,"No Offer",1,0,0
1,140939,50021.5585844343,"Offer",1,1,0
1,4753,3136.93853054028,"No Offer",1,0,0
1,219674,116692.561291252,"No Offer",1,0,1
1,116856,55159.4826853241,"Offer",1,1,1
0,161345,56899.5086548903,"No Offer",0,0,0
1,115064,53933.9717376354,"No Offer",1,0,1
1,0,2932.68574332958,"No Offer",1,0,0
1,182452,85940.1257106349,"No Offer",1,1,1
0,0,2745.54023966643,"Offer",0,0,0
0,0,2873.5019566986,"No Offer",0,0,0
1,0,2532.63831646312,"No Offer",1,0,0
1,157714,996.225519351105,"Offer",1,0,0
1,0,2457.34785820337,"No Offer",1,0,0
1,162277,46630.7159740305,"No Offer",1,0,0
0,152910,2950.07144468015,"Offer",0,0,0
0,201396,109951.78855699,"Offer",0,0,0
1,229166,139448.285946543,"No Offer",1,0,1
1,49661,20129.7510295535,"No Offer",1,0,0
1,61664,23249.1840728797,"No Offer",1,0,0
1,117127,2492.8869284034,"Offer",1,0,0
1,148551,2803.77348295948,"No Offer",1,0,0
1,166403,263.973713401311,"No Offer",1,0,0
0,149145,46927.4375480582,"No Offer",0,0,0
1,128974,3086.07773468402,"Offer",1,0,0
1,0,2734.28048095305,"Offer",1,0,0
1,0,2901.31886790768,"No Offer",1,0,0
1,139243,2675.90574388716,"Offer",1,0,0
1,0,2538.8209488918,"Offer",1,0,0
1,292556,97605.810108457,"No Offer",1,0,1
1,139338,53867.5304024882,"No Offer",1,0,1
0,0,3801.08795347457,"No Offer",1,0,0
1,0,2948.73482130291,"Offer",1,0,0
0,134955,91951.047060066,"No Offer",0,0,0
0,180704,68837.7555930045,"Offer",0,0,0
1,126013,51017.3110193739,"No Offer",1,0,0
1,129306,813.489938783958,"Offer",1,0,0
1,180706,52042.4582614786,"No Offer",1,0,1
1,182469,65780.5080948551,"No Offer",1,1,1
1,131900,54416.9401451213,"No Offer",1,1,1
1,169412,2757.61488919156,"No Offer",1,0,0
1,126664,43191.5168559767,"Offer",1,0,0
1,0,2692.9842768297,"No Offer",1,0,0
1,125595,55956.4444190388,"No Offer",1,0,1
1,145452,45627.2033840446,"Offer",1,0,0
1,178274,99207.5326418137,"No Offer",1,0,1
1,200999,58268.5469084969,"No Offer",1,1,1
0,114392,3434.36325120142,"Offer",0,0,0
1,191003,2983.92283495861,"No Offer",1,0,0
0,0,1608.65587828177,"No Offer",1,0,0
1,139281,62203.0160591367,"Offer",1,1,1
0,152749,65055.7936125281,"No Offer",0,0,1
1,172793,57892.3215642663,"No Offer",1,1,1
0,205949,95398.2827765279,"No Offer",0,0,0
1,72964,21221.189532969,"Offer",1,0,0
1,178593,3153.96972578487,"Offer",1,0,0
1,128296,50246.6605499203,"No Offer",1,1,1
0,169936,64259.4562321586,"No Offer",0,0,0
1,6958,5582.73510684806,"No Offer",1,0,0
1,161906,55981.1770205279,"No Offer",1,1,1
1,0,3289.79535247344,"No Offer",1,0,0
0,153975,49210.1355856776,"Offer",0,1,1
1,185265,91308.9311432129,"Offer",1,1,1
1,151412,67819.4803906994,"No Offer",1,0,1
1,0,2180.7322376237,"Offer",1,0,0
1,208935,1331.48211579208,"Offer",1,0,0
1,244336,3205.66456470908,"No Offer",1,0,0
1,170522,2587.28993467314,"No Offer",1,0,0
1,158088,79545.1202327651,"Offer",1,1,0
0,198213,86530.1879468855,"Offer",0,1,1
1,148751,40969.2153201338,"No Offer",1,0,0
1,108221,3184.17741578766,"No Offer",1,0,0
0,135967,69373.9109478498,"Offer",0,0,0
1,159525,63588.0785200129,"Offer",1,0,1
1,131154,56808.1360815094,"No Offer",1,1,1
1,0,2477.38558150367,"Offer",1,0,0
1,183422,85321.6407160838,"No Offer",1,1,0
0,141296,64040.3015475976,"No Offer",0,0,1
0,0,2776.57851887745,"No Offer",0,0,0
0,156397,76573.1775517876,"No Offer",1,0,0
0,0,3032.02350970044,"No Offer",0,0,0
1,183301,3069.12330069102,"No Offer",1,0,0
1,0,615.6100608702,"Offer",1,0,0
1,0,2754.33399598562,"No Offer",1,0,0
1,0,2949.12317214612,"Offer",1,0,0
0,234280,131578.795023204,"No Offer",0,0,0
0,169011,69844.9234543775,"No Offer",0,1,1
1,146104,65700.9277682651,"Offer",1,0,1
1,150189,67917.888426021,"No Offer",1,1,1
1,190944,99545.9265470012,"Offer",1,0,1
1,187768,3204.69710336937,"No Offer",1,0,0
0,0,3875.45814461974,"No Offer",0,0,0
1,124189,35103.8774029168,"No Offer",1,0,0
1,142802,41417.9889336533,"No Offer",1,0,0
1,132999,61015.0379416503,"No Offer",1,1,1
1,105906,43397.2259316065,"No Offer",1,0,0
1,166278,2733.70166840994,"Offer",1,0,0
1,135280,3228.47228456124,"Offer",1,0,0
1,204837,2982.18032875053,"No Offer",1,0,0
0,140010,1376.08128385292,"No Offer",0,0,0
1,151033,3523.53551320796,"No Offer",1,0,0
1,122732,48475.6093570674,"No Offer",1,1,1
1,157218,50598.6510506065,"Offer",1,1,1
1,0,1457.36766801503,"Offer",1,0,0
0,134147,61772.671949971,"No Offer",0,0,0
1,0,2637.98711857431,"No Offer",1,0,0
1,122405,32976.9317516915,"No Offer",1,0,0
1,0,3954.42026285655,"Offer",1,0,0
1,167491,2433.80572886936,"Offer",1,0,0
1,0,2673.68915139851,"No Offer",1,0,0
0,113280,51516.5611994374,"No Offer",0,0,0
0,163250,81555.6211149078,"No Offer",0,1,0
0,143946,57419.3025795367,"No Offer",1,0,0
1,214495,88399.2805243143,"No Offer",1,1,1
1,209951,95920.1958600001,"Offer",1,1,1
1,128325,3529.48744835451,"No Offer",1,0,0
1,146087,79769.0901736091,"Offer",1,1,1
0,125576,55633.2458144393,"Offer",1,1,1
1,0,1211.7677304498,"No Offer",1,0,0
1,196808,105389.02777966,"Offer",1,1,1
0,63266,20456.354346716,"Offer",0,0,0
1,215941,82387.0997072543,"No Offer",1,1,1
1,178519,73793.0662500364,"Offer",1,0,0
1,201439,51541.174189986,"No Offer",1,0,1
0,172644,60102.2687917033,"Offer",1,1,1
1,197719,74250.2242571731,"Offer",1,1,0
1,0,2564.29246525365,"Offer",1,0,0
1,46588,22162.6386424008,"No Offer",1,0,0
1,150653,35433.7530878817,"Offer",1,0,0
1,194120,98031.5695346492,"No Offer",1,1,0
0,4034,3056.49106835663,"No Offer",0,0,0
1,204829,63369.1564795039,"No Offer",1,1,0
1,57826,26616.4083842002,"Offer",1,0,0
1,171584,64972.3129963113,"Offer",1,1,1
1,150324,63447.0888499883,"No Offer",1,0,0
1,146868,2935.93741314314,"No Offer",1,0,0
1,138019,68282.3648164623,"No Offer",1,0,0
0,218205,70328.1074315578,"Offer",0,0,0
0,200870,112822.271541904,"Offer",0,0,0
1,0,2644.21769633011,"Offer",1,0,0
0,139462,46543.8028907612,"No Offer",0,0,0
0,172590,81976.1644363008,"Offer",0,0,0
1,247846,116397.222419821,"No Offer",1,0,1
1,240142,128497.651620273,"No Offer",1,0,1
1,169270,3353.08553231053,"No Offer",1,0,0
0,120882,3039.36020219503,"Offer",0,0,0
1,120290,2158.61577656844,"Offer",1,0,0
1,0,3919.56239059806,"No Offer",1,0,0
1,198184,3821.99538930042,"Offer",1,0,0
1,148081,51388.6676438038,"Offer",1,1,1
1,160431,70047.2090908385,"No Offer",1,0,1
1,163577,75265.025988163,"Offer",1,1,1
1,100106,53705.7564588784,"No Offer",1,1,1
1,139572,1987.54958606054,"Offer",1,0,0
1,183964,84047.7175494166,"Offer",1,1,1
0,173823,42960.0088534701,"Offer",0,0,0
1,130645,66579.9549983399,"No Offer",1,1,1
1,226619,3936.81958310216,"No Offer",1,0,0
0,177417,80940.3270447134,"Offer",0,1,0
1,171536,127700.308336346,"No Offer",1,1,0
1,21432,13855.275940905,"Offer",1,0,0
1,0,2951.29992038893,"Offer",1,0,0
1,199310,96360.2069956794,"Offer",1,0,1
1,186448,90613.457875477,"No Offer",1,0,1
1,216012,3095.51140231458,"No Offer",1,0,0
0,188555,96275.1870068722,"No Offer",0,1,0
1,165236,83454.6264369568,"No Offer",1,1,1
1,177102,36267.7509935821,"No Offer",1,0,0
0,0,3715.23156723141,"No Offer",0,0,0
1,155390,42132.7494500484,"Offer",1,0,0
1,246834,172550.942286932,"No Offer",1,1,0
1,181413,88711.9082149165,"No Offer",1,1,0
0,141784,53027.8073790027,"No Offer",0,1,1
1,0,3517.75368568663,"No Offer",1,0,0
1,308243,129969.161898755,"Offer",1,0,1
0,102126,59039.2707672776,"Offer",0,0,1
1,148680,68887.48109326,"Offer",1,1,1
1,200298,3431.31884456793,"No Offer",1,0,0
1,257575,74144.7418722198,"Offer",1,1,1
1,179598,2549.77473234617,"No Offer",1,0,0
1,114602,38136.9110882187,"No Offer",1,0,0
0,152452,60536.2473471444,"Offer",0,0,0
1,133600,58464.6398672585,"Offer",1,0,1
1,153251,79059.5978973491,"No Offer",1,0,1
0,168002,78645.1920559532,"Offer",0,0,0
0,138116,27307.9335822957,"No Offer",0,0,0
1,0,3363.28825562234,"No Offer",1,0,0
1,166291,80248.7783732461,"Offer",1,1,1
1,35110,21610.6303524352,"No Offer",1,0,0
0,108584,36975.8767911408,"No Offer",0,0,0
0,101490,30559.1434198298,"Offer",0,0,0
0,151878,35225.0226073848,"No Offer",0,0,0
1,189207,72324.4831083901,"Offer",1,1,1
1,149019,3555.09677274054,"No Offer",1,0,0
0,0,3203.03998288041,"No Offer",0,0,0
1,0,2703.95226526837,"Offer",1,0,0
1,136746,63961.8190269856,"No Offer",1,1,0
1,144565,51123.3908124554,"No Offer",1,1,1
1,179075,3345.5288462526,"No Offer",1,0,0
0,147127,94079.7293465339,"No Offer",0,0,0
1,139353,44854.5586185122,"No Offer",1,0,0
1,162934,2415.46980404483,"Offer",1,0,0
1,63140,26520.8031851004,"No Offer",1,0,0
1,0,2287.03596439648,"No Offer",1,0,0
1,166082,105282.26976477,"Offer",1,1,1
1,0,3326.60029801918,"Offer",1,0,0
1,143178,3207.66774537157,"Offer",1,0,0
1,146876,76718.112745952,"No Offer",1,1,1
1,145095,61041.1326315496,"Offer",1,1,1
1,165137,3136.98297946157,"No Offer",1,0,0
0,165605,75213.2557682953,"No Offer",0,0,0
1,142725,3201.74105872619,"Offer",1,0,0
1,108791,58147.6890484317,"No Offer",1,0,0
1,157060,35087.201606956,"No Offer",1,0,0
1,200548,58002.9227604784,"Offer",1,1,0
1,203514,3974.58932924916,"Offer",1,0,0
1,125679,65990.0518200633,"No Offer",1,1,1
1,187388,89976.2676317488,"No Offer",1,0,1
1,148826,60949.0991732021,"Offer",1,0,1
1,130137,54561.5389774854,"Offer",1,0,0
1,164326,862.69926324303,"No Offer",1,0,0
1,0,2756.42315921192,"No Offer",1,0,0
0,0,2638.21119045617,"No Offer",1,0,0
1,142324,39905.4775317605,"Offer",1,0,0
1,0,2873.5322284544,"Offer",1,0,0
1,231713,1139.91126415668,"No Offer",1,0,0
1,127394,37327.1758386551,"No Offer",1,0,0
1,0,3150.83092011853,"No Offer",1,0,0
0,192899,99452.7255903721,"No Offer",0,0,0
1,20112,12919.3244502955,"Offer",1,0,0
1,53002,21582.1875008466,"No Offer",1,0,0
1,147023,60407.0566551489,"No Offer",1,1,1
1,171443,65710.5292796332,"Offer",1,1,1
1,0,961.823781989939,"No Offer",1,0,0
0,143567,29208.6464867032,"Offer",0,0,0
1,196609,3421.63666231292,"No Offer",1,0,0
1,217752,98892.6482028785,"Offer",1,1,1
1,243724,157192.192173343,"No Offer",1,1,1
1,144901,3630.62081281224,"No Offer",1,0,0
1,155839,71492.0547870155,"No Offer",1,1,1
0,114567,43609.1744388575,"No Offer",0,0,0
1,156895,58707.0842373752,"No Offer",1,1,1
1,149099,48620.19061883,"Offer",1,1,0
0,133657,89172.0643096483,"No Offer",1,0,0
1,131651,3734.24685182066,"Offer",1,0,0
1,145037,24434.7025385127,"Offer",1,0,0
1,152771,58933.9563786369,"Offer",1,0,1
1,166192,2336.81730142239,"No Offer",1,0,0
1,0,3527.17454340839,"No Offer",1,0,0
1,189146,64724.1365427932,"Offer",1,1,1
0,158988,75058.4003374444,"No Offer",0,0,1
1,134509,49940.6031744546,"No Offer",1,0,1
0,159110,2745.20227730108,"Offer",0,0,0
1,138989,64775.6948846611,"Offer",1,0,1
0,139954,69358.3336053106,"No Offer",0,0,0
1,113867,51436.0402521655,"No Offer",1,1,0
1,8468,3156.04909174184,"No Offer",1,0,0
1,219427,108962.609943814,"No Offer",1,1,1
1,130155,33692.9465431239,"Offer",1,0,0
1,0,3041.84839897788,"Offer",1,0,0
0,154052,65389.9491449656,"No Offer",0,0,0
0,140531,59938.0671313137,"No Offer",0,0,0
1,201822,929.7267807665,"No Offer",1,0,0
1,0,3441.72940689196,"No Offer",1,0,0
0,0,3221.21942875859,"No Offer",0,0,0
1,103952,41015.8136624185,"Offer",1,0,0
1,230977,2908.0354369464,"No Offer",1,0,0
1,0,2859.07711657563,"Offer",1,0,0
1,0,2612.77101459935,"Offer",1,0,0
1,211144,110046.973054465,"No Offer",1,1,1
0,149098,59178.6399045055,"No Offer",1,0,0
1,0,1016.97434763951,"No Offer",1,0,0
1,126156,55300.2736100351,"No Offer",1,1,1
1,102037,52922.9173108769,"Offer",1,1,1
1,184111,72865.540345024,"Offer",1,1,1
1,251749,87539.1008804298,"Offer",1,0,1
0,0,2141.33138909818,"No Offer",0,0,0
1,215410,94469.5825753673,"No Offer",1,1,1
1,189867,3475.5520353345,"Offer",1,0,0
1,185017,3021.59224575189,"No Offer",1,0,0
1,174205,62245.1991372585,"No Offer",1,1,1
1,134192,65393.3081749701,"Offer",1,1,1
1,181509,3573.04122610905,"Offer",1,0,0
1,0,2904.34757999593,"Offer",1,0,0
1,188652,39286.4637517486,"No Offer",1,0,0
1,0,2563.45382862185,"No Offer",1,0,0
1,145916,61580.1756778267,"Offer",1,0,1
0,174576,65706.8293820333,"Offer",0,0,0
1,119189,52185.0230971666,"Offer",1,0,1
0,179598,95939.6957305265,"Offer",0,1,0
0,137269,58896.6547608357,"Offer",0,0,0
1,157485,54494.8613871993,"Offer",1,1,0
1,166475,90583.3626315119,"Offer",1,1,1
1,251888,95470.5428384512,"No Offer",1,0,1
1,0,2866.67039751096,"Offer",1,0,0
1,126211,3161.6697477,"Offer",1,0,0
1,186604,25518.7123518629,"Offer",1,0,0
1,116180,54789.5585268785,"Offer",1,1,1
1,116108,28520.8879425431,"No Offer",1,0,0
1,104826,49896.8821205956,"Offer",1,0,1
0,0,3159.71297535429,"Offer",0,0,0
1,171672,86806.2678916086,"No Offer",1,0,1
0,227085,108876.983633519,"Offer",0,0,0
1,193803,63452.8409289087,"Offer",1,0,1
1,177828,44173.9726858175,"Offer",1,0,0
1,143541,78495.0495107676,"Offer",1,1,1
1,195207,2927.65574853091,"No Offer",1,0,0
0,117247,41208.8311386492,"No Offer",0,0,0
0,4211,3185.84797629068,"Offer",0,0,0
1,0,3074.00258866404,"Offer",1,0,0
0,182026,68531.4852750432,"No Offer",0,1,0
1,187187,79386.2911805701,"No Offer",1,1,0
1,148847,62556.1775149271,"No Offer",1,1,1
1,144562,37677.9661026544,"Offer",1,0,0
1,140749,2937.92323388449,"Offer",1,0,0
1,125306,64703.9907769971,"No Offer",1,1,0
0,212751,65511.1047628881,"Offer",0,1,1
1,0,3477.88598081309,"No Offer",1,0,0
1,116694,29859.8901758094,"Offer",1,0,0
1,33040,17790.4526291887,"No Offer",1,0,0
1,177968,49535.3646593609,"Offer",1,1,1
1,135036,71965.9830337561,"Offer",1,1,1
0,221831,98674.5912191194,"Offer",0,1,0
0,231626,87474.9869010021,"No Offer",0,0,0
1,167492,86245.9575659992,"No Offer",1,0,1
0,156709,73293.8001865771,"Offer",0,0,0
1,173753,68625.0733955274,"No Offer",1,1,1
1,149945,97850.7378536111,"No Offer",1,1,1
0,123825,63672.0735973602,"No Offer",0,0,0
1,201285,74952.6573759962,"Offer",1,1,1
1,206511,116559.43132735,"Offer",1,0,1
0,165646,61504.6927998853,"No Offer",0,1,0
1,0,3473.1325733207,"Offer",1,0,0
1,135873,56831.1154854876,"No Offer",1,0,0
1,115830,3128.7473795979,"Offer",1,0,0
1,185851,71634.2547575228,"Offer",1,0,1
1,204668,120221.953483721,"No Offer",1,1,1
0,142381,77568.0831347497,"No Offer",0,1,0
1,194225,828.687334838125,"No Offer",1,0,0
1,155422,80607.3576436346,"No Offer",1,1,1
1,138023,48680.6575505888,"No Offer",1,1,1
1,184912,101603.599089738,"No Offer",1,1,1
1,169408,2626.85188229683,"Offer",1,0,0
1,248429,97805.6731684329,"No Offer",1,1,1
1,173453,2417.85822212649,"Offer",1,0,0
1,0,3195.93227651146,"Offer",1,0,0
1,90875,40024.3958446551,"No Offer",1,0,0
1,124504,64524.2381702538,"Offer",1,0,1
1,126840,3496.43996153548,"Offer",1,0,0
1,168891,85615.31170764,"Offer",1,0,1
1,159692,69103.8091296029,"Offer",1,0,1
0,126349,3219.16480144864,"No Offer",0,0,0
1,131216,74467.786590393,"No Offer",1,1,1
1,22062,13653.8340119622,"Offer",1,0,0
1,189583,74084.0993657847,"No Offer",1,1,0
1,0,3172.06427926663,"No Offer",1,0,0
0,116550,3138.97867826238,"No Offer",0,0,0
1,107450,55392.6988206354,"Offer",1,1,1
1,163233,3582.97304850001,"Offer",1,0,0
1,0,2937.85693315373,"No Offer",1,0,0
1,163269,88259.6288202957,"No Offer",1,1,1
0,120824,55574.0766717839,"Offer",0,0,0
1,135631,62996.6630411056,"Offer",1,1,1
1,108840,47749.870133328,"Offer",1,0,0
0,133920,43777.9532025131,"No Offer",0,0,0
1,137248,64548.6931360222,"No Offer",1,1,1
1,157714,3290.62427765761,"No Offer",1,0,0
1,80730,34080.6457128283,"Offer",1,0,0
1,163435,58463.833802018,"No Offer",1,0,1
0,256700,124417.692535758,"No Offer",0,0,0
1,136720,2988.61083928962,"No Offer",1,0,0
0,141505,50987.2263313875,"No Offer",0,0,0
1,0,2549.23721208904,"No Offer",1,0,0
1,129710,2444.10777832082,"Offer",1,0,0
0,91618,41925.0192406581,"Offer",0,0,0
1,127834,54744.3986004772,"Offer",1,0,1
0,0,2871.41433086602,"Offer",0,0,0
1,117839,3960.72031002866,"No Offer",1,0,0
1,122789,54114.0149797775,"Offer",1,1,0
1,196262,70960.6496953581,"Offer",1,0,1
0,119305,14820.65369385,"Offer",0,0,0
